student_id,date,study_week,mood_score_avg,happy_avg,sad_avg,mood1_score_avg,mood2_score_avg,num_mood_surveys,stress_avg,stress_max,num_stress_surveys,sleep_hours,sleep_rate,sleep_category,exercised_today,walked_today,exercise_intensity,social_avg,social_max,total_talking_minutes,num_conversations,unique_devices_nearby,total_bt_scans,fraction_walking,fraction_stationary,fraction_running,day_of_week,is_weekend
u08,2013-04-14,,,,,,,,2.0,2.0,1.0,8.0,1.0,7 to 9h,False,False,1.0,3.0,3.0,407.9166666666667,38.0,5.0,46.0,0.017615176151761516,0.931140675043114,0.007883715200788372,6,True
u08,2013-04-15,,,,,,,,2.3333333333333335,3.0,3.0,10.0,1.0,over 9h,False,False,1.0,3.0,3.0,396.6666666666667,26.0,43.0,178.0,0.05347264904732637,0.9153042409342348,0.02249539028887523,0,False
u08,2013-04-16,,,,,,,,2.0,2.0,1.0,9.0,2.0,7 to 9h,False,,1.0,3.0,3.0,314.4,40.0,64.0,218.0,0.0427287279891639,0.9463120305381111,0.005294914419406477,1,False
u08,2013-04-17,,,,,,,,2.0,2.0,1.0,,,,,,,,,499.68333333333334,40.0,86.0,260.0,0.040940766550522645,0.925335988053758,0.025883524141363863,2,False
u08,2013-04-18,,,,,,,,2.5,3.0,2.0,8.0,2.0,7 to 9h,False,False,1.0,3.0,3.0,380.7833333333333,52.0,48.0,127.0,0.03971701625915353,0.9194489263994042,0.03090480327665384,3,False
u08,2013-04-19,,,,,,,,,,,,,,,,,,,369.3,42.0,36.0,92.0,0.04403692614770459,0.9165419161676647,0.032060878243512975,4,False
u08,2013-04-20,,,,,,,,2.0,2.0,1.0,7.0,1.0,5 to 7h,True,False,4.0,4.0,4.0,283.3833333333333,37.0,54.0,221.0,0.03652739554665999,0.9345759319489617,0.010132599449587191,5,True
u08,2013-04-21,,,,,,,,3.0,3.0,1.0,6.0,1.0,5 to 7h,False,True,1.0,3.0,3.0,235.76666666666668,37.0,72.0,269.0,0.050161410479264965,0.9308418177303204,0.015892724112242365,6,True
u08,2013-04-22,,,,,,,,,,,0.0,4.0,under 5h,,,,,,532.2166666666667,52.0,99.0,447.0,0.03701395812562313,0.9353190428713859,0.017323030907278165,0,False
u08,2013-04-23,,,,,,,,2.0,2.0,3.0,8.0,1.0,7 to 9h,False,False,1.0,2.5,3.0,327.71666666666664,36.0,55.0,107.0,0.05102292334237121,0.926669953167365,0.015035740695094897,1,False
u08,2013-04-24,5.0,0.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,8.0,1.0,7 to 9h,False,,1.0,3.0,3.0,359.3333333333333,37.0,30.0,48.0,0.061865874783469436,0.9072011878247959,0.022766641920316754,2,False
u08,2013-04-25,5.0,-0.5,1.0,1.5,1.5,1.0,2.0,3.0,3.0,1.0,9.0,1.0,7 to 9h,False,False,1.0,3.0,3.0,454.26666666666665,67.0,1.0,3.0,0.07062681296506496,0.9002396266868458,0.017530583932400052,3,False
u08,2013-04-26,5.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.5,3.0,4.0,7.0,2.0,5 to 7h,False,,1.0,3.0,3.0,354.93333333333334,47.0,,,0.05651958353991076,0.9212940009915717,0.01722855726326227,4,False
u08,2013-04-27,,,,,,,,,,,,,,,,,,,208.68333333333334,52.0,12.0,127.0,0.032589838909541514,0.9447335811648079,0.010161090458488228,5,True
u08,2013-04-28,,,,,,,,2.0,2.0,1.0,,,,,,,,,397.46666666666664,43.0,70.0,374.0,0.01691775747098049,0.9664114596196591,0.006421338602123981,6,True
u08,2013-04-29,,,,,,,,2.0,2.0,1.0,,,,,,,,,582.3666666666667,48.0,53.0,185.0,0.06333924499619964,0.9176589815049404,0.008234101849505954,0,False
u08,2013-04-30,,,,,,,,3.0,3.0,1.0,,,,,,,,,457.6166666666667,48.0,50.0,248.0,0.054673721340388004,0.891156462585034,0.02053413958175863,1,False
u08,2013-05-01,6.0,-2.0,1.0,3.0,2.0,2.0,1.0,1.25,2.0,4.0,6.0,2.0,5 to 7h,False,False,1.0,3.0,3.0,489.28333333333336,51.0,41.0,100.0,0.104005971634735,0.8701169445135606,0.012316496640955462,2,False
u08,2013-05-02,6.0,,,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,482.0833333333333,48.0,27.0,88.0,0.026147802602504298,0.9521237417137245,0.005524183648416401,3,False
u08,2013-05-03,,,,,,,,,,,8.0,1.0,7 to 9h,,,,3.0,3.0,458.71666666666664,32.0,47.0,166.0,0.06568712186689715,0.9115940239535745,0.01222373132485492,4,False
u08,2013-05-04,,,,,,,,,,,,,,,,,,,380.5833333333333,40.0,10.0,56.0,0.0534341681130672,0.9231341433176296,0.012273741631539797,5,True
u08,2013-05-05,6.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,7 to 9h,True,,5.0,3.0,3.0,323.3,30.0,110.0,495.0,0.06454904962367648,0.9214185482842199,0.010460517923204491,6,True
u08,2013-05-06,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,8.0,1.0,7 to 9h,False,,1.0,3.0,3.0,282.9166666666667,46.0,74.0,306.0,0.0840410698440867,0.887818481429839,0.007985803016858917,0,False
u08,2013-05-07,,,,,,,,,,,,,,,,,,,350.01666666666665,48.0,38.0,177.0,0.066006600660066,0.918347390294585,0.0052560811636719225,1,False
u08,2013-05-08,7.0,,,,,0.0,0.0,2.0,2.0,1.0,,,,,,,,,500.93333333333334,44.0,97.0,392.0,0.05864774000747105,0.8944091644876105,0.014070476902004731,2,False
u08,2013-05-09,,,,,,,,2.0,2.0,1.0,12.0,1.0,over 9h,,,,3.0,3.0,458.3666666666667,47.0,40.0,167.0,0.05336455508996796,0.9140990879960562,0.02181414838550653,3,False
u08,2013-05-10,,,,,,,,,,,,,,,,,,,480.51666666666665,46.0,23.0,101.0,0.08037151702786377,0.8754179566563467,0.03393188854489164,4,False
u08,2013-05-11,,,,,,,,,,,15.0,1.0,over 9h,,,,,,257.73333333333335,33.0,33.0,172.0,0.03232890081737221,0.9316823228010248,0.01305355617908991,5,True
u08,2013-05-12,,,,,,,,,,,,,,,,,4.0,4.0,456.9666666666667,56.0,87.0,778.0,0.05531653349723417,0.9266133988936693,0.014751075599262446,6,True
u08,2013-05-13,,,,,,,,,,,,,,,,,,,267.18333333333334,28.0,49.0,227.0,0.029981718464351007,0.9499085923217551,0.010481413772090189,0,False
u08,2013-05-14,,,,,,,,,,,,,,,,,,,285.03333333333336,49.0,52.0,476.0,0.042790583619421285,0.9475232957332026,0.004904364884747425,1,False
u08,2013-05-15,,,,,,,,,,,7.0,2.0,5 to 7h,,,,,,710.7333333333333,34.0,97.0,357.0,0.12359269452089067,0.8518889166875157,0.01613710282712034,2,False
u08,2013-05-16,,,,,,,,,,,,,,,,,,,322.3833333333333,46.0,37.0,200.0,0.038889599590635794,0.9387232953818601,0.01010617884098759,3,False
u08,2013-05-17,,,,,,,,,,,,,,,,,,,371.8833333333333,58.0,39.0,458.0,0.041666666666666664,0.9176470588235294,0.014583333333333334,4,False
u08,2013-05-18,8.0,-3.0,1.0,4.0,,,1.0,,,,,,,,,,,,128.21666666666667,36.0,31.0,477.0,0.019622181596587445,0.9512492382693479,0.02437538086532602,5,True
u08,2013-05-19,,,,,,,,2.0,2.0,1.0,9.0,2.0,7 to 9h,False,,1.0,,,382.51666666666665,46.0,86.0,676.0,0.042723467126323564,0.9455799064269884,0.009726668308298448,6,True
u08,2013-05-20,,,,,,,,,,,,,,,,,,,350.3666666666667,50.0,47.0,386.0,0.035625,0.949625,0.006,0,False
u08,2013-05-21,8.0,,,,,1.0,0.0,,,,,,,,,,,,460.25,55.0,52.0,200.0,0.07471049682480388,0.8971485493711866,0.002365832399452123,1,False
u08,2013-05-22,9.0,-2.0,1.0,3.0,,,1.0,,,,,,,,,,,,527.2333333333333,37.0,82.0,341.0,0.0565076999503229,0.9153005464480874,0.006954793840039742,2,False
u08,2013-05-23,,,,,,,,2.0,2.0,1.0,1.0,3.0,under 5h,,,,3.0,3.0,515.5333333333333,46.0,22.0,180.0,0.03338224504768892,0.9480313034971876,0.007581315725116165,3,False
u08,2013-05-24,,,,,,,,2.0,2.0,1.0,,,,,,,,,351.6333333333333,23.0,21.0,138.0,0.020190895741556535,0.9541116005873715,0.006730298580518845,4,False
u08,2013-05-25,,,,,,,,,,,,,,,,,,,638.9,49.0,8.0,174.0,0.024524831391784182,0.9666462293071735,0.005885959534028203,5,True
u08,2013-05-26,,,,,,,,,,,,,,,,,,,402.6166666666667,31.0,57.0,462.0,0.08010912698412699,0.8727678571428571,0.032242063492063495,6,True
u08,2013-05-27,,,,,,,,,,,,,,,,,1.0,1.0,493.21666666666664,54.0,105.0,707.0,0.0280477303481363,0.9279124123508427,0.010210357977611021,0,False
u08,2013-05-28,,,,,,,,,,,,,,,,,,,431.6666666666667,36.0,55.0,470.0,0.030224204137247617,0.94908955778521,0.013254056732317603,1,False
u08,2013-05-29,,,,,,,,,,,,,,,,,,,332.8,26.0,18.0,280.0,0.018837583275901678,0.9363657247875029,0.022513209280955664,2,False
u08,2013-05-31,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,4,False
u09,2013-03-27,,,,,,,,4.0,4.0,1.0,8.0,1.0,7 to 9h,,,,,,363.25,28.0,17.0,27.0,0.047491723962312195,0.935319582378406,0.0035650623885918,2,False
u09,2013-03-28,,,,,,,,4.0,4.0,1.0,8.0,2.0,7 to 9h,,,,3.0,3.0,544.3,41.0,,,0.04721189591078067,0.9285006195786865,0.008674101610904586,3,False
u09,2013-03-29,,,,,,,,1.0,1.0,1.0,8.0,2.0,7 to 9h,,,,,,450.65,29.0,,,0.10686262299165525,0.8624984431436045,0.01257939967617387,4,False
u09,2013-03-30,,,,,,,,,,,,,,,,,,,201.25,30.0,,,0.02465387418022832,0.8766091814427982,0.00024289531212047608,5,True
u09,2013-03-31,,,,,,,,,,,,,,,,,,,27.433333333333334,4.0,,,0.008170795993674223,0.9391143911439115,0.008170795993674223,6,True
u09,2013-04-01,,,,,,,,,,,,,,,,,,,588.7166666666667,32.0,33.0,70.0,0.08985200845665962,0.8682875264270613,0.008033826638477801,0,False
u09,2013-04-02,,,,,,,,,,,,,,,,,,,519.65,43.0,26.0,62.0,0.0752265344503334,0.910070097452556,0.002735510343648487,1,False
u09,2013-04-03,,,,,,,,,,,,,,,,,,,436.26666666666665,41.0,32.0,76.0,0.04779921806028503,0.9076806659099508,0.00870223231176693,2,False
u09,2013-04-04,,,,,,,,,,,,,,,,,,,432.05,23.0,30.0,56.0,0.08671475804027652,0.8815749924857229,0.019987977156597534,3,False
u09,2013-04-05,,,,,,,,,,,,,,,,,,,364.33333333333337,17.0,23.0,52.0,0.12218963831867058,0.8379765395894428,0.015884652981427175,4,False
u09,2013-04-06,,,,,,,,,,,,,,,,,,,532.5666666666667,24.0,7.0,17.0,0.06085016730697732,0.8915602924773826,0.01301276490271409,5,True
u09,2013-04-07,,,,,,,,,,,,,,,,,,,452.23333333333335,46.0,6.0,34.0,0.08713897803011603,0.8817575907183411,0.0006171315724512466,6,True
u09,2013-04-08,,,,,,,,,,,,,,,,,,,541.2833333333333,47.0,33.0,64.0,0.05147783251231527,0.928448275862069,0.00603448275862069,0,False
u09,2013-04-09,,,,,,,,,,,,,,,,,,,550.9666666666667,42.0,19.0,34.0,0.08255741775294848,0.8918684047175667,0.007945375543140907,1,False
u09,2013-04-10,,,,,,,,,,,,,,,,,,,649.7333333333333,39.0,25.0,62.0,0.057960291034652854,0.9224318658280922,0.01220865704772475,2,False
u09,2013-04-11,,,,,,,,,,,,,,,,,,,487.3666666666667,43.0,17.0,51.0,0.07086223984142716,0.9183597621407334,0.004955401387512388,3,False
u09,2013-04-12,,,,,,,,,,,,,,,,,,,654.55,35.0,44.0,178.0,0.07770228536133415,0.888449660284126,0.0067943174799258805,4,False
u09,2013-04-13,,,,,,,,,,,,,,,,,,,682.3166666666667,31.0,7.0,48.0,0.05167098285855223,0.9281045751633987,0.00715254655321248,5,True
u09,2013-04-14,,,,,,,,,,,,,,,,,,,99.85,24.0,3.0,8.0,0.027873961218836566,0.9560249307479224,0.0013850415512465374,6,True
u09,2013-04-15,,,,,,,,,,,,,,,,,,,492.65,45.0,41.0,113.0,0.055285272003538256,0.9093321539141973,0.010614772224679346,0,False
u09,2013-04-16,,,,,,,,,,,,,,,,,,,419.3833333333333,25.0,33.0,94.0,0.0457234409662312,0.9354202612768056,0.0020951441952181413,1,False
u09,2013-04-17,,,,,,,,,,,,,,,,,,,610.85,40.0,49.0,142.0,0.05999753603548109,0.9147468276456819,0.014783787113465566,2,False
u09,2013-04-18,,,,,,,,,,,,,,,,,,,470.7166666666667,33.0,56.0,175.0,0.06163460360249969,0.9003798554098762,0.018992770493812032,3,False
u09,2013-04-19,,,,,,,,,,,,,,,,,,,522.6333333333333,43.0,41.0,118.0,0.06766637749411328,0.9070516792663279,0.006072623621266576,4,False
u09,2013-04-20,,,,,,,,,,,,,,,,,,,554.95,54.0,2.0,2.0,0.043076923076923075,0.8760615384615384,0.009107692307692308,5,True
u09,2013-04-21,,,,,,,,,,,,,,,,,,,542.2166666666667,49.0,19.0,38.0,0.043136765989278146,0.8803141752898641,0.007480364044383493,6,True
u09,2013-04-22,,,,,,,,,,,,,,,,,,,283.01666666666665,37.0,58.0,276.0,0.030381383322559793,0.9587588881706529,0.004007756948933419,0,False
u09,2013-04-23,,,,,,,,,,,,,,,,,,,348.35,26.0,53.0,137.0,0.03626306084818685,0.9478795328826061,0.0031960663798401966,1,False
u09,2013-04-24,,,,,,,,,,,,,,,,,,,308.0,27.0,38.0,129.0,0.030403741999015264,0.9555637616937469,0.0004923682914820286,2,False
u09,2013-04-25,,,,,,,,,,,,,,,,,,,306.4666666666667,31.0,54.0,168.0,0.048834355828220856,0.9363190184049079,0.00785276073619632,3,False
u09,2013-04-26,,,,,,,,,,,,,,,,,,,517.3333333333334,26.0,42.0,126.0,0.0656607991058955,0.911986588432523,0.00656607991058955,4,False
u09,2013-04-27,,,,,,,,,,,,,,,,,,,90.15,16.0,9.0,20.0,0.07027225901398086,0.8812852587687025,0.005273485405935737,5,True
u09,2013-04-28,,,,,,,,,,,,,,,,,,,284.01666666666665,34.0,7.0,56.0,0.06527708437343983,0.9056415376934598,0.01035946080878682,6,True
u09,2013-04-29,,,,,,,,,,,,,,,,,,,637.2833333333333,43.0,78.0,326.0,0.0362962962962963,0.9490123456790124,0.00654320987654321,0,False
u09,2013-04-30,,,,,,,,,,,,,,,,,,,288.4166666666667,39.0,71.0,236.0,0.04679226696219677,0.9392931904937816,0.011082379017362394,1,False
u09,2013-05-01,,,,,,,,,,,,,,,,,,,614.9833333333333,42.0,37.0,123.0,0.045913343180699166,0.9304529788281635,0.013417035942885278,2,False
u09,2013-05-02,,,,,,,,,,,,,,,,,,,307.93333333333334,39.0,38.0,100.0,0.055108359133126936,0.9154179566563467,0.019814241486068113,3,False
u09,2013-05-03,,,,,,,,,,,,,,,,,,,562.4166666666666,32.0,32.0,97.0,0.07324327673813359,0.872722766142025,0.00805552113025158,4,False
u09,2013-05-04,,,,,,,,,,,,,,,,,,,638.3333333333333,32.0,1.0,1.0,0.015859355790508976,0.9536513400540939,0.003934103761986722,5,True
u09,2013-05-05,,,,,,,,,,,,,,,,,,,307.4166666666667,25.0,5.0,11.0,0.009559535333978703,0.9703533397870281,0.0012100677637947724,6,True
u09,2013-05-06,,,,,,,,,,,,,,,,,,,382.9,48.0,45.0,182.0,0.04020039100684262,0.9331622678396871,0.016129032258064516,0,False
u09,2013-05-07,,,,,,,,,,,,,,,,,,,387.3833333333333,47.0,79.0,415.0,0.04282734077800957,0.9399926371333907,0.004908577739599951,1,False
u09,2013-05-08,,,,,,,,,,,,,,,,,,,446.85,40.0,74.0,379.0,0.05019831432821021,0.9087754090233019,0.026896380763510162,2,False
u09,2013-05-09,,,,,,,,,,,,,,,,,,,333.06666666666666,24.0,42.0,185.0,0.048943270300333706,0.9168211593128167,0.011988629341243357,3,False
u09,2013-05-10,,,,,,,,,,,,,,,,,,,599.2,48.0,62.0,320.0,0.04515255905511811,0.9327017716535433,0.010211614173228346,4,False
u09,2013-05-11,,,,,,,,,,,,,,,,,,,357.53333333333336,16.0,18.0,110.0,0.06362737830491723,0.9016555473190018,0.004941932295527552,5,True
u09,2013-05-12,,,,,,,,,,,,,,,,,,,348.75,38.0,19.0,110.0,0.07427091850640502,0.8945216680294358,0.009539384028345598,6,True
u09,2013-05-13,,,,,,,,,,,,,,,,,,,229.7,30.0,23.0,107.0,0.03405865657521287,0.9491012298959319,0.00510879848628193,0,False
u09,2013-05-14,,,,,,,,,,,,,,,,,,,364.26666666666665,35.0,41.0,201.0,0.05610440297597268,0.9180387852177094,0.012074643249176729,1,False
u09,2013-05-15,,,,,,,,,,,,,,,,,,,428.15,47.0,47.0,230.0,0.04986489805944486,0.9307295504789977,0.00847457627118644,2,False
u09,2013-05-16,,,,,,,,,,,,,,,,,,,676.6,41.0,28.0,162.0,0.053175775480059084,0.9336533727227967,0.006277695716395864,3,False
u09,2013-05-17,,,,,,,,,,,,,,,,,,,823.7,36.0,18.0,106.0,0.041830708661417325,0.93873031496063,0.004306102362204725,4,False
u09,2013-05-18,,,,,,,,,,,,,,,,,,,315.3666666666667,42.0,25.0,125.0,0.04829681752758676,0.9061250599712138,0.01567247721093875,5,True
u09,2013-05-19,,,,,,,,,,,,,,,,,,,350.96666666666664,20.0,18.0,140.0,0.043634496919917866,0.9161960985626283,0.002438398357289528,6,True
u09,2013-05-20,,,,,,,,,,,,,,,,,,,253.83333333333334,30.0,27.0,137.0,0.03582139286904365,0.9385204931689437,0.00866377874041986,0,False
u09,2013-05-21,,,,,,,,,,,,,,,,,,,199.21666666666667,22.0,42.0,142.0,0.0795175797219951,0.8896156991005724,0.009607522485690924,1,False
u09,2013-05-22,,,,,,,,,,,,,,,,,,,536.6333333333333,38.0,,,0.04940395723239523,0.9207324566793659,0.012904018680103232,2,False
u09,2013-05-23,,,,,,,,,,,,,,,,,,,415.1,32.0,2.0,4.0,0.05304408677396781,0.8250524842547236,0.01231630510846746,3,False
u09,2013-05-24,,,,,,,,,,,,,,,,,,,537.35,38.0,3.0,65.0,0.027246306611770403,0.8914991523371276,0.0031484620973601355,4,False
u09,2013-05-25,,,,,,,,,,,,,,,,,,,698.25,37.0,7.0,49.0,0.03127272727272727,0.9482424242424242,0.0008484848484848485,5,True
u09,2013-05-26,,,,,,,,,,,,,,,,,,,614.6833333333333,32.0,16.0,54.0,0.08603988603988603,0.84002849002849,0.0065527065527065526,6,True
u09,2013-05-27,,,,,,,,,,,,,,,,,,,413.2833333333333,51.0,75.0,1153.0,0.05848501070663811,0.909796573875803,0.0024089935760171306,0,False
u09,2013-05-28,,,,,,,,,,,,,,,,,,,302.85,48.0,73.0,1155.0,0.011104331909701037,0.9871873093349604,0.0003660768761439902,1,False
u09,2013-05-29,,,,,,,,,,,,,,,,,,,538.3333333333334,46.0,97.0,772.0,0.0781038929141594,0.8911948913176961,0.0031929264398870196,2,False
u09,2013-05-30,,,,,,,,,,,,,,,,,,,281.53333333333336,17.0,4.0,38.0,0.010856453558504222,0.9811017289907519,0.0,3,False
u09,2013-05-31,,,,,,,,,,,,,,,,,,,54.65,9.0,3.0,19.0,0.02982581722739203,0.9522786924361728,0.008589835361488905,4,False
u10,2013-03-27,,,,,,,,2.0,2.0,1.0,7.0,2.0,5 to 7h,,,,2.0,2.0,328.6166666666667,40.0,57.0,127.0,0.04192794786671585,0.954383376367884,0.0017213820238534366,2,False
u10,2013-03-28,,,,,,,,,,,,,,,,,,,437.4666666666667,52.0,37.0,114.0,0.031128875968992248,0.9620881782945736,0.0,3,False
u10,2013-03-29,,,,,,,,2.0,4.0,4.0,6.0,2.0,5 to 7h,,,,3.0,3.0,411.6,25.0,61.0,206.0,0.03036167896455788,0.9546389258497642,0.00012096286440062901,4,False
u10,2013-03-30,,,,,,,,2.5,4.0,4.0,8.0,1.0,7 to 9h,,,,3.0,3.0,124.91666666666666,17.0,25.0,83.0,0.029730717680029245,0.9630802973071768,0.0,5,True
u10,2013-03-31,,,,,,,,2.2,4.0,5.0,8.0,2.0,7 to 9h,,,,3.0,3.0,77.11666666666667,23.0,27.0,77.0,0.029782082324455207,0.9642857142857143,0.0,6,True
u10,2013-04-01,,,,,,,,3.25,4.0,4.0,7.0,2.0,5 to 7h,,,,4.0,4.0,302.0333333333333,48.0,78.0,276.0,0.035505836575875485,0.9597519455252919,0.0006079766536964981,0,False
u10,2013-04-02,,,,,,,,1.0,1.0,2.0,7.0,2.0,5 to 7h,False,False,1.0,,,461.06666666666666,43.0,58.0,160.0,0.030358227079538554,0.9652701882210079,0.0,1,False
u10,2013-04-03,,,,,,,,4.25,5.0,4.0,8.0,2.0,7 to 9h,False,,1.0,3.0,3.0,442.1666666666667,30.0,71.0,206.0,0.03381818181818182,0.9614545454545455,0.00048484848484848484,2,False
u10,2013-04-04,,,,,,,,1.2,2.0,5.0,7.0,2.0,5 to 7h,,,,,,314.95,38.0,30.0,81.0,0.039619651347068144,0.9528221382421066,0.0006095330976472023,3,False
u10,2013-04-05,,,,,,,,2.0,4.0,4.0,7.0,2.0,5 to 7h,False,,1.0,3.0,3.0,348.05,43.0,64.0,157.0,0.03193297717338514,0.9612676056338029,0.0,4,False
u10,2013-04-06,,,,,,,,3.0,4.0,3.0,8.0,2.0,7 to 9h,False,False,1.0,,,195.28333333333333,35.0,40.0,163.0,0.03421914816163087,0.9565586700643126,0.00036403349108117945,5,True
u10,2013-04-07,,,,,,,,2.0,4.0,3.0,7.0,2.0,5 to 7h,False,False,1.0,3.0,3.0,175.41666666666666,27.0,56.0,146.0,0.035892444336293954,0.9568073974936123,0.0007300158170093686,6,True
u10,2013-04-08,,,,,,,,4.25,5.0,4.0,8.0,2.0,7 to 9h,True,False,4.0,3.0,3.0,265.23333333333335,32.0,72.0,158.0,0.043723900761483664,0.9432571849668386,0.005649717514124294,0,False
u10,2013-04-09,,,,,,,,2.6666666666666665,5.0,6.0,8.0,2.0,7 to 9h,,,,,,314.43333333333334,45.0,58.0,185.0,0.031165974089464678,0.9599120019555121,0.0,1,False
u10,2013-04-10,,,,,,,,1.5,2.0,2.0,8.0,3.0,7 to 9h,True,False,2.0,3.0,3.0,315.8666666666667,53.0,53.0,133.0,0.03096316240362257,0.9575327377309999,0.006363970138293967,2,False
u10,2013-04-11,,,,,,,,2.2,4.0,5.0,8.0,2.0,7 to 9h,,,,,,363.8666666666667,30.0,63.0,243.0,0.04005916430420313,0.9494638234931592,0.0020954024405275486,3,False
u10,2013-04-12,,,,,,,,1.0,1.0,1.0,7.0,2.0,5 to 7h,,,,3.0,3.0,202.58333333333334,21.0,74.0,223.0,0.034259936600829065,0.9557425018288223,0.002926115581565472,4,False
u10,2013-04-13,,,,,,,,1.0,1.0,1.0,6.0,3.0,5 to 7h,,,,3.0,3.0,87.08333333333333,35.0,39.0,124.0,0.02935824335800073,0.9666383598204538,0.0,5,True
u10,2013-04-14,,,,,,,,1.0,1.0,1.0,7.0,3.0,5 to 7h,,,,2.0,2.0,167.8,43.0,52.0,282.0,0.028792644568110332,0.9660053230099201,0.0,6,True
u10,2013-04-15,,,,,,,,2.0,2.0,1.0,8.0,2.0,7 to 9h,,,,,,364.4,39.0,96.0,331.0,0.029132130667966844,0.9674549000487567,0.0,0,False
u10,2013-04-16,,,,,,,,1.5,2.0,2.0,8.0,2.0,7 to 9h,False,False,1.0,4.0,4.0,411.16666666666663,31.0,78.0,254.0,0.03863134657836645,0.9412558253617856,0.005886681383370125,1,False
u10,2013-04-17,,,,,,,,1.5,2.0,2.0,8.0,2.0,7 to 9h,False,True,1.0,,,291.9,23.0,82.0,274.0,0.04478346456692913,0.9253198818897638,0.02472933070866142,2,False
u10,2013-04-18,,,,,,,,2.5,4.0,2.0,8.0,2.0,7 to 9h,,,,4.0,4.0,272.5833333333333,31.0,99.0,386.0,0.017796196977084348,0.9667235494880546,0.010970258410531447,3,False
u10,2013-04-19,,,,,,,,,,,,,,False,False,1.0,3.0,3.0,388.8833333333333,34.0,68.0,236.0,0.04194232929721633,0.9403320434402697,0.0081138434652353,4,False
u10,2013-04-20,,,,,,,,3.0,4.0,3.0,,,,,,,,,104.88333333333334,29.0,37.0,131.0,0.022192251103482098,0.9626042177538009,0.008827856792545365,5,True
u10,2013-04-21,,,,,,,,4.0,4.0,3.0,8.0,2.0,7 to 9h,True,False,4.0,3.5,4.0,187.55,37.0,36.0,110.0,0.027457710223093897,0.953787693062025,0.011399852905123804,6,True
u10,2013-04-22,,,,,,,,4.0,4.0,4.0,8.0,2.0,7 to 9h,,,,4.0,4.0,312.95,36.0,73.0,232.0,0.023139690658872246,0.9546949214468397,0.020338570210692974,0,False
u10,2013-04-23,,,,,,,,1.2,2.0,5.0,6.0,3.0,5 to 7h,,,,3.0,3.0,384.6666666666667,48.0,84.0,258.0,0.04760739199608371,0.9171460041610574,0.008077346713988496,1,False
u10,2013-04-24,5.0,1.0,2.0,1.0,1.0,,1.0,2.0,4.0,3.0,,,,False,,1.0,,,147.41666666666666,34.0,53.0,252.0,0.01931017731357785,0.9753461258197716,0.0,2,False
u10,2013-04-25,5.0,0.0,1.0,1.0,1.0,,3.0,3.0,4.0,3.0,,,,True,False,3.0,,,431.5833333333333,38.0,70.0,276.0,0.023952095808383235,0.9574728094830747,0.01356470732005377,3,False
u10,2013-04-26,5.0,0.0,1.0,1.0,,1.0,1.0,1.5,2.0,2.0,8.0,2.0,7 to 9h,,,,,,361.3,34.0,86.0,289.0,0.02905982905982906,0.9576312576312577,0.007326007326007326,4,False
u10,2013-04-27,5.0,1.0,2.0,1.0,,2.0,1.0,4.0,4.0,1.0,8.0,3.0,7 to 9h,,,,,,142.28333333333333,31.0,39.0,103.0,0.024149827501232134,0.9606949236076885,0.010349926071956629,5,True
u10,2013-04-28,,,,,,,,1.0,1.0,1.0,,,,False,False,1.0,4.0,4.0,260.95,37.0,59.0,164.0,0.033835969106289075,0.9530464631604757,0.01091087409586858,6,True
u10,2013-04-29,,,,,,,,2.6666666666666665,4.0,3.0,8.0,3.0,7 to 9h,,,,,,232.63333333333333,26.0,56.0,168.0,0.021971277770958635,0.973609917761139,0.003927826193690929,0,False
u10,2013-04-30,,,,,,,,4.0,4.0,1.0,7.0,4.0,5 to 7h,,,,,,208.08333333333334,25.0,39.0,111.0,0.02503646086533787,0.9493193971803597,0.017865824015556635,1,False
u10,2013-05-01,6.0,,,,1.0,,0.0,,,,8.0,2.0,7 to 9h,,,,,,322.35,25.0,77.0,263.0,0.04644376899696049,0.9317933130699089,0.015075987841945289,2,False
u10,2013-05-02,,,,,,,,1.0,1.0,1.0,8.0,1.0,7 to 9h,,,,,,330.0,38.0,45.0,99.0,0.02228717573986116,0.9598100109609061,0.008281573498964804,3,False
u10,2013-05-03,6.0,,,,,0.0,0.0,1.0,1.0,1.0,7.0,2.0,5 to 7h,True,False,3.0,3.0,3.0,312.8,40.0,74.0,248.0,0.039791744142804016,0.9240114044874179,0.018470311144167598,4,False
u10,2013-05-04,,,,,,,,,,,,,,,,,,,104.64999999999999,26.0,38.0,131.0,0.02716322517207473,0.9311701081612586,0.01032448377581121,5,True
u10,2013-05-05,,,,,,,,,,,7.0,2.0,5 to 7h,,,,3.0,3.0,92.9,24.0,19.0,37.0,0.025550553595327898,0.9487772235065093,0.010341890740966054,6,True
u10,2013-05-06,6.0,,,,,0.0,0.0,,,,8.0,2.0,7 to 9h,True,True,3.0,4.0,4.0,301.25,34.0,64.0,148.0,0.035806253832004906,0.9283874923359902,0.016922133660331084,0,False
